"","KC_C1","KC_C2","KC_C3","KC_C4","KC_C5"
"1067",1,0,0,0,0
"1068",0,0,0,0,1
"1069",0,0,0,0,1
"1070",1,0,0,0,0
"1071",0,1,0,0,0
"1072",0,0,1,0,0
"1073",0,0,1,0,0
"1074",0,1,0,0,0
"1075",0,0,0,0,1
"1076",1,0,0,0,0
"1077",0,0,0,0,1
"1078",0,0,0,0,1
"1079",1,0,0,0,0
"1080",1,0,0,0,0
"1081",0,1,0,0,0
"1082",0,0,1,0,0
"1083",0,0,0,1,0
"1084",1,0,0,0,0
"1085",0,1,0,0,0
"1086",0,0,0,0,1
"1087",0,0,0,1,0
"1088",0,0,0,1,0
"1089",1,0,0,0,0
"1090",0,0,0,1,0
"1091",1,0,0,0,0
"1092",0,0,1,0,0
"1093",0,0,0,1,0
"1094",0,0,1,0,0
"1095",1,0,0,0,0
"1096",1,0,0,0,0
"1097",0,0,1,0,0
"1098",0,0,1,0,0
"1099",0,1,0,0,0
