row,anon_student_id,problem_hierarchy,problem_name,problem_view,step_name,step_start_time,first_transaction_time,correct_transaction_time,step_end_time,step_duration,correct_step_duration,error_step_duration,correct_first_attempt,incorrects,hints,corrects,KC,opportunity
215972,t0fI2c7EMH,"Unit ES_02, Section ES_02-7",EG41,3,x = 10*-5,39:50.0,39:53.0,39:53.0,39:53.0,3,3,,1,0,0,1,[SkillRule: Select Multiply; {MT; MT no fraction coeff}],"18"
215336,t0fI2c7EMH,"Unit ES_02, Section ES_02-3",EG33,1,y = -1-(-30),12:21.0,12:23.0,12:23.0,12:23.0,2,2,,1,0,0,1,"[SkillRule: Select Combine Terms; CLT]~~[SkillRule: Consolidate vars, no coeff; CLT]","13~~24"
215900,t0fI2c7EMH,"Unit CTA1_02, Section CTA1_02-4",REAL19B,1,R5C2,32:41.0,32:50.0,32:50.0,32:50.0,9,9,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find Y, negative slope","41~~13~~5"
215936,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-4",L5FB04C,1,R3C2,03:34.0,04:05.0,04:05.0,04:05.0,31,31,,1,0,0,1,"Using small numbers~~Write expression, negative slope~~Using difficult numbers",88~~7~~52
215289,t0fI2c7EMH,"Unit ES_02, Section ES_02-1",EG28,4,7-(-45),04:54.0,04:57.0,04:57.0,04:57.0,3,3,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],28
215388,t0fI2c7EMH,"Unit CTA1_02, Section CTA1_02-3",L3NOV10C,1,R4C2,23:33.0,23:46.0,23:46.0,23:46.0,13,13,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find Y, positive slope",29~~1~~12
215624,t0fI2c7EMH,"Unit ES_01, Section ES_01-1",EG2,1,4+36,49:02.0,49:04.0,49:04.0,49:04.0,2,2,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],2
215577,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-3",DEC01A,1,R7C2,07:57.0,08:01.0,08:01.0,08:01.0,4,4,,1,0,0,1,Entering a given,76
216126,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-2",BH1T10C,1,R6C2,59:52.0,00:11.0,00:11.0,00:11.0,19,19,,1,0,0,1,Entering a given,59
215268,t0fI2c7EMH,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE1TRE,1,YLabel,35:32.0,35:39.0,35:39.0,35:39.0,7,7,,1,0,0,1,Labelling the axes,21
215568,t0fI2c7EMH,"Unit CTA1_02, Section CTA1_02-3",BH1T39A,1,R4C1,19:40.0,20:01.0,20:01.0,20:01.0,21,21,,1,0,0,1,Entering a given,19
215198,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-2",REAL13A,1,R7C1,58:45.0,58:54.0,58:54.0,58:54.0,9,9,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find X, positive slope",57~~24~~7
215664,t0fI2c7EMH,"Unit CTA1_02, Section CTA1_02-1",LDEMO_GRPH,2,R8C2,06:54.0,06:56.0,06:56.0,06:56.0,2,2,,1,0,0,1,Entering a given,5
215721,t0fI2c7EMH,"Unit ES_02, Section ES_02-1",EG2-FIXED,1,2y-3+3 = 8,15:15.0,15:17.0,15:17.0,15:17.0,2,2,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],8
215846,t0fI2c7EMH,"Unit ES_02, Section ES_02-7",EG41,1,1 = y/-8,28:48.0,28:54.0,28:54.0,28:54.0,6,6,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",24~~16
215557,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-2",PERCENT01,1,R7C1,43:13.0,43:16.0,43:16.0,43:16.0,3,3,,1,0,0,1,"Using small numbers~~Find X, Simple~~Using difficult numbers",74~~14~~38
215564,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-2",BH1T36,1,R7C1,56:45.0,56:50.0,56:50.0,56:50.0,5,5,,1,0,0,1,"Using small numbers~~Find X, Simple~~Using difficult numbers",39~~4~~6
215562,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-2",REAL13A,1,R5C1,57:51.0,58:11.0,58:11.0,58:11.0,20,20,,1,0,0,1,Entering a given,54
215326,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-2",REAL13A,1,R3C2,57:39.0,57:44.0,57:44.0,57:44.0,5,5,,1,0,0,1,"Using simple numbers~~Write expression, positive slope~~Using large numbers",55~~9~~22
216029,t0fI2c7EMH,"Unit CTA1_02, Section CTA1_02-4",BH1T29C,1,R3C1,30:10.0,30:14.0,30:14.0,30:14.0,4,4,,1,0,0,1,Define Variable,7
216130,t0fI2c7EMH,"Unit ES_02, Section ES_02-5",EG40,5,1+3y-1 = -8-1,20:33.0,20:38.0,20:38.0,20:38.0,5,5,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],35
215465,t0fI2c7EMH,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE1TRE,1,yMax,36:18.0,36:24.0,36:24.0,36:24.0,6,6,,1,0,0,2,Changing axis bounds,20
847929,t0fI2c7EMH,"Unit ES_01, Section ES_01-5",EG13,1,x = 9-5.9*10,39:11.0,39:16.0,39:16.0,39:16.0,5,5,,1,0,0,1,"[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]",16
847932,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,1,R3C1,10:37.0,10:41.0,10:41.0,10:41.0,4,4,,1,0,0,1,Define Variable,"1"
847934,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,2,R3C2,22:25.0,22:43.0,22:43.0,22:43.0,18,18,,1,0,0,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers","2~~2~~2"
847935,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,2,R3C1,22:47.0,22:54.0,22:54.0,22:54.0,7,7,,1,0,0,1,Define Variable,"2"
847937,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,2,yMin,22:54.0,23:08.0,23:08.0,23:08.0,14,14,,1,0,0,1,Changing axis bounds,"1"
847938,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,2,yScale,23:22.0,23:32.0,23:32.0,23:32.0,10,10,,1,0,0,1,Changing axis intervals,"1"
847939,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,2,Formula 1 Coeff 0,23:32.0,23:50.0,23:50.0,23:50.0,18,18,,1,0,0,1,Setting the y-intercept,"1"
847941,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,2,Formula 1 Coeff 1,23:50.0,24:06.0,24:06.0,24:06.0,16,16,,1,0,0,1,Setting the slope,"1"
847943,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-1",LDEMO_MBGRPH,2,XLabel,24:31.0,24:52.0,24:52.0,24:52.0,21,21,,1,0,0,1,Labelling the axes,"2"
847945,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,R2C2,26:36.0,26:52.0,26:52.0,26:52.0,16,16,,1,0,0,1,Identifying units,"1"
847946,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,R2C1,27:41.0,27:49.0,27:49.0,27:49.0,8,8,,1,0,0,1,Identifying units,"2"
847948,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,R3C1,27:49.0,27:52.0,27:52.0,27:52.0,3,3,,1,0,0,1,Define Variable,"3"
847949,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,yMax,31:17.0,31:39.0,31:39.0,31:39.0,22,22,,1,0,0,2,Changing axis bounds,"3"
847950,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,yScale,31:39.0,31:46.0,31:46.0,33:43.0,77,77,,1,0,0,5,Changing axis intervals,"2"
847951,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,yMin,31:56.0,32:21.0,32:21.0,32:21.0,25,25,,1,0,0,1,Changing axis bounds,"4"
847952,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,YLabel,32:52.0,33:07.0,33:07.0,33:07.0,15,15,,1,0,0,1,Labelling the axes,"3"
847953,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,XLabel,33:07.0,33:14.0,33:14.0,33:14.0,7,7,,1,0,0,1,Labelling the axes,"4"
847954,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,Formula 1 Coeff 0,33:43.0,33:58.0,33:58.0,33:58.0,15,15,,1,0,0,1,Setting the y-intercept,"2"
847958,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,Intercept Field 1,37:20.0,38:28.0,38:28.0,38:28.0,68,68,,1,0,0,1,Entering the y-intercept,"1"
847959,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",1-Jan,1,R2C2,41:51.0,41:57.0,41:57.0,41:57.0,6,6,,1,0,0,1,Identifying units,"3"
847962,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",1-Jan,1,R3C2,42:33.0,42:43.0,42:43.0,42:43.0,10,10,,1,0,0,1,"Using simple numbers~~Using small numbers~~Write expression, positive slope","1~~3~~3"
847964,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",1-Jan,1,XLabel,43:03.0,43:17.0,43:17.0,43:17.0,14,14,,1,0,0,1,Labelling the axes,"6"
847966,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",1-Jan,1,yMin,43:42.0,43:53.0,43:53.0,43:53.0,11,11,,1,0,0,1,Changing axis bounds,"5"
847972,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",1-Jan,1,yScale,44:26.0,44:34.0,44:34.0,44:34.0,8,8,,1,0,0,1,Changing axis intervals,"3"
847974,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L1FB13,1,R2C2,57:28.0,57:37.0,57:37.0,57:37.0,9,9,,1,0,0,1,Identifying units,"4"
847975,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L1FB13,1,R2C1,01:29.0,01:35.0,01:35.0,01:35.0,6,6,,1,0,0,1,Identifying units,"5"
847978,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L1FB13,1,R3C1,01:35.0,01:38.0,01:38.0,01:38.0,3,3,,1,0,0,1,Define Variable,"5"
847979,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L1FB13,1,YLabel,05:43.0,06:03.0,06:03.0,06:03.0,20,20,,1,0,0,1,Labelling the axes,"7"
847980,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L1FB13,1,XLabel,06:03.0,06:10.0,06:10.0,06:10.0,7,7,,1,0,0,1,Labelling the axes,"8"
847987,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L1FB13,1,Slope Field 1,06:50.0,07:12.0,07:12.0,07:12.0,22,22,,1,0,0,1,Entering the slope,"2"
847988,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL00,1,R2C2,13:35.0,13:47.0,13:47.0,13:47.0,12,12,,1,0,0,1,Identifying units,"6"
847991,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL00,1,R3C1,14:01.0,14:04.0,14:04.0,14:04.0,3,3,,1,0,0,1,Define Variable,"6"
847993,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL00,1,XLabel,14:39.0,14:43.0,14:43.0,14:43.0,4,4,,1,0,0,1,Labelling the axes,"10"
847994,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL00,1,Formula 1 Coeff 1,14:51.0,14:56.0,14:56.0,14:56.0,5,5,,1,0,0,1,Setting the slope,"5"
847995,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL00,1,Intercept Field 1,14:56.0,15:04.0,15:04.0,15:04.0,8,8,,1,0,0,1,Entering the y-intercept,"4"
847998,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL00,1,Slope Field 1,15:04.0,15:14.0,15:14.0,15:14.0,10,10,,1,0,0,1,Entering the slope,"3"
847999,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,R2C2,48:11.0,48:32.0,48:32.0,48:32.0,21,21,,1,0,0,1,Identifying units,"7"
848001,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,R3C1,49:15.0,49:58.0,49:58.0,49:58.0,43,43,,1,0,0,1,Define Variable,"7"
848002,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,YLabel,52:07.0,52:51.0,52:51.0,52:51.0,44,44,,1,0,0,1,Labelling the axes,"11"
848005,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,XLabel,52:51.0,53:03.0,53:03.0,53:03.0,12,12,,1,0,0,1,Labelling the axes,"12"
848006,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,yScale,12:22.0,12:24.0,12:24.0,12:24.0,2,2,,1,0,0,1,Changing axis intervals,"4"
848008,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,Formula 1 Coeff 0,12:24.0,12:33.0,12:33.0,12:33.0,9,9,,1,0,0,1,Setting the y-intercept,"6"
848009,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,Intercept Field 1,12:50.0,13:10.0,13:10.0,13:10.0,20,20,,1,0,0,1,Entering the y-intercept,"5"
848011,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,Slope Field 1,13:10.0,13:21.0,13:21.0,13:21.0,11,11,,1,0,0,1,Entering the slope,"4"
848013,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,R2C2,49:51.0,50:22.0,50:22.0,50:22.0,31,31,,1,0,0,1,Identifying units,"8"
848014,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,R2C1,51:55.0,52:08.0,52:08.0,52:08.0,13,13,,1,0,0,1,Identifying units,"9"
848016,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,R3C1,52:08.0,54:21.0,54:21.0,54:21.0,133,133,,1,0,0,1,Define Variable,"8"
848017,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,yMin,56:29.0,56:40.0,56:40.0,56:40.0,11,11,,1,0,0,1,Changing axis bounds,"11"
848018,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,yMax,56:40.0,56:51.0,56:51.0,56:51.0,11,11,,1,0,0,1,Changing axis bounds,"12"
848019,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,Formula 1 Coeff 0,56:51.0,57:08.0,57:08.0,57:08.0,17,17,,1,0,0,1,Setting the y-intercept,"7"
848020,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,Formula 1 Coeff 1,57:08.0,57:17.0,57:17.0,57:17.0,9,9,,1,0,0,1,Setting the slope,"7"
848021,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,Intercept Field 1,57:17.0,57:46.0,57:46.0,57:46.0,29,29,,1,0,0,1,Entering the y-intercept,"6"
848022,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,Slope Field 1,57:46.0,57:57.0,57:57.0,57:57.0,11,11,,1,0,0,1,Entering the slope,"5"
848023,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,YLabel,57:57.0,58:23.0,58:23.0,58:23.0,26,26,,1,0,0,1,Labelling the axes,"13"
848026,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",BH1T04,1,XLabel,58:23.0,58:33.0,58:33.0,58:33.0,10,10,,1,0,0,1,Labelling the axes,"14"
848028,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,R3C1,02:54.0,03:04.0,03:04.0,03:04.0,10,10,,1,0,0,1,Define Variable,"9"
848029,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,XLabel,05:01.0,05:13.0,05:13.0,05:13.0,12,12,,1,0,0,1,Labelling the axes,"15"
848030,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,YLabel,05:13.0,05:30.0,05:30.0,05:30.0,17,17,,1,0,0,1,Labelling the axes,"16"
848031,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,yMin,05:30.0,05:43.0,05:43.0,05:43.0,13,13,,1,0,0,1,Changing axis bounds,"13"
848032,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,yMax,05:43.0,05:55.0,05:55.0,05:55.0,12,12,,1,0,0,1,Changing axis bounds,"14"
848034,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,yScale,05:55.0,06:15.0,06:15.0,06:15.0,20,20,,1,0,0,1,Changing axis intervals,"5"
848035,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,Formula 1 Coeff 1,06:36.0,06:43.0,06:43.0,06:43.0,7,7,,1,0,0,1,Setting the slope,"8"
848038,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",3-Feb,1,Intercept Field 1,06:43.0,06:53.0,06:53.0,06:53.0,10,10,,1,0,0,1,Entering the y-intercept,"7"
848040,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,R3C1,13:48.0,14:10.0,14:10.0,14:10.0,22,22,,1,0,0,1,Define Variable,"10"
848041,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,R2C2,14:42.0,14:53.0,14:53.0,14:53.0,11,11,,1,0,0,1,Identifying units,"10"
848042,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,R3C2,14:53.0,15:41.0,15:41.0,15:41.0,48,48,,1,0,0,1,"Using simple numbers~~Using small numbers~~Write expression, positive slope","3~~9~~9"
848043,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,yMin,15:41.0,16:01.0,16:01.0,16:01.0,20,20,,1,0,0,1,Changing axis bounds,"15"
848044,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,yMax,16:01.0,16:25.0,16:25.0,16:25.0,24,24,,1,0,0,1,Changing axis bounds,"16"
848047,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,yScale,16:25.0,16:31.0,16:31.0,16:31.0,6,6,,1,0,0,1,Changing axis intervals,"6"
848049,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,YLabel,17:05.0,17:23.0,17:23.0,17:23.0,18,18,,1,0,0,1,Labelling the axes,"17"
848052,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,1,XLabel,17:34.0,17:42.0,17:42.0,17:42.0,8,8,,1,0,0,1,Labelling the axes,"18"
848054,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,R3C1,46:24.0,46:38.0,46:38.0,46:38.0,14,14,,1,0,0,1,Define Variable,"11"
848055,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,R2C2,47:53.0,48:33.0,48:33.0,48:33.0,40,40,,1,0,0,1,Identifying units,"11"
848056,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,R3C2,48:33.0,49:01.0,49:01.0,49:01.0,28,28,,1,0,0,1,"Using simple numbers~~Using small numbers~~Write expression, positive slope","4~~10~~10"
848060,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,yMin,49:01.0,49:16.0,49:16.0,49:16.0,15,15,,1,0,0,1,Changing axis bounds,"17"
848061,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,YLabel,52:15.0,52:29.0,52:29.0,52:29.0,14,14,,1,0,0,1,Labelling the axes,"19"
848062,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,XLabel,52:29.0,52:42.0,52:42.0,52:42.0,13,13,,1,0,0,1,Labelling the axes,"20"
848063,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,Intercept Field 1,52:42.0,52:52.0,52:52.0,52:52.0,10,10,,1,0,0,1,Entering the y-intercept,"9"
848065,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",L3_DEMO,2,Slope Field 1,52:52.0,53:05.0,53:05.0,53:05.0,13,13,,1,0,0,1,Entering the slope,"7"
848066,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",9-Feb,1,R2C1,53:49.0,54:16.0,54:16.0,54:16.0,27,27,,1,0,0,1,Identifying units,"12"
848071,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",9-Feb,1,R3C1,54:16.0,54:22.0,54:22.0,54:22.0,6,6,,1,0,0,1,Define Variable,"12"
848073,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",9-Feb,1,XLabel,58:49.0,59:25.0,59:25.0,59:25.0,36,36,,1,0,0,1,Labelling the axes,"21"
848076,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",9-Feb,1,YLabel,59:54.0,00:03.0,00:03.0,00:03.0,9,9,,1,0,0,1,Labelling the axes,"22"
848077,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",9-Feb,1,Intercept Field 1,02:24.0,05:49.0,05:49.0,05:49.0,205,205,,1,0,0,1,Entering the y-intercept,"10"
848079,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",9-Feb,1,Slope Field 1,05:49.0,05:57.0,05:57.0,05:57.0,8,8,,1,0,0,1,Entering the slope,"8"
848080,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,R2C1,08:27.0,09:41.0,09:41.0,09:41.0,74,74,,1,0,0,1,Identifying units,"14"
848082,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,R3C1,09:41.0,09:47.0,09:47.0,09:47.0,6,6,,1,0,0,1,Define Variable,"13"
848083,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,R2C2,11:01.0,11:11.0,11:11.0,11:11.0,10,10,,1,0,0,1,Identifying units,"15"
848085,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,R3C2,11:11.0,11:27.0,11:27.0,11:27.0,16,16,,1,0,0,1,"Using simple numbers~~Using small numbers~~Write expression, positive slope","6~~12~~11"
848087,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,yScale,13:39.0,13:48.0,13:48.0,13:48.0,9,9,,1,0,0,1,Changing axis intervals,"7"
848088,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,YLabel,15:23.0,15:55.0,15:55.0,15:55.0,32,32,,1,0,0,1,Labelling the axes,"23"
848089,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,XLabel,15:55.0,16:00.0,16:00.0,16:00.0,5,5,,1,0,0,1,Labelling the axes,"24"
848092,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,Formula 1 Coeff 0,16:00.0,17:14.0,17:14.0,17:14.0,74,74,,1,0,0,1,Setting the y-intercept,"12"
848094,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",REAL31,1,Slope Field 1,17:57.0,18:19.0,18:19.0,18:19.0,22,22,,1,0,0,1,Entering the slope,"9"
848097,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,R2C2,04:00.0,04:09.0,04:09.0,04:09.0,9,9,,1,0,0,1,Identifying units,"16"
848099,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,R3C1,05:12.0,05:17.0,05:17.0,05:17.0,5,5,,1,0,0,1,Define Variable,"14"
848100,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,yMin,06:18.0,06:27.0,06:27.0,06:27.0,9,9,,1,0,0,1,Changing axis bounds,"22"
848101,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,yMax,06:27.0,06:37.0,06:37.0,06:37.0,10,10,,1,0,0,1,Changing axis bounds,"23"
848102,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,yScale,06:37.0,06:41.0,06:41.0,06:41.0,4,4,,1,0,0,1,Changing axis intervals,"8"
848103,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,Formula 1 Coeff 0,06:41.0,06:51.0,06:51.0,06:51.0,10,10,,1,0,0,1,Setting the y-intercept,"13"
848104,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,Formula 1 Coeff 1,06:51.0,06:58.0,06:58.0,06:58.0,7,7,,1,0,0,1,Setting the slope,"13"
848105,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,YLabel,06:58.0,07:10.0,07:10.0,07:10.0,12,12,,1,0,0,1,Labelling the axes,"25"
848106,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,XLabel,07:10.0,07:21.0,07:21.0,07:21.0,11,11,,1,0,0,1,Labelling the axes,"26"
848107,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,Intercept Field 1,07:21.0,07:31.0,07:31.0,07:31.0,10,10,,1,0,0,1,Entering the y-intercept,"12"
848109,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,Slope Field 1,07:31.0,08:13.0,08:13.0,08:13.0,42,42,,1,0,0,1,Entering the slope,"10"
848111,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,R2C1,08:50.0,09:00.0,09:00.0,09:00.0,10,10,,1,0,0,1,Identifying units,"18"
848112,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,R2C2,09:24.0,09:29.0,09:29.0,09:29.0,5,5,,1,0,0,1,Identifying units,"19"
848114,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,R3C1,10:38.0,10:41.0,10:41.0,10:41.0,3,3,,1,0,0,1,Define Variable,"15"
848115,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,yMin,12:04.0,12:24.0,12:24.0,12:24.0,20,20,,1,0,0,1,Changing axis bounds,"24"
848116,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,yMax,12:24.0,12:31.0,12:31.0,12:31.0,7,7,,1,0,0,1,Changing axis bounds,"25"
848117,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,yScale,12:31.0,12:40.0,12:40.0,12:40.0,9,9,,1,0,0,1,Changing axis intervals,"9"
848119,kh6j72S63h,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,Formula 1 Coeff 0,12:40.0,13:03.0,13:03.0,13:03.0,23,23,,1,0,0,1,Setting the y-intercept,"14"
