"","PH_C1","PH_C2","PH_C3","PH_C4","PH_C5"
"1067",0,1,0,0,0
"1068",0,0,0,1,0
"1069",0,0,0,1,0
"1070",0,0,0,1,0
"1071",0,0,0,0,1
"1072",0,1,0,0,0
"1073",0,1,0,0,0
"1074",0,1,0,0,0
"1075",0,1,0,0,0
"1076",1,0,0,0,0
"1077",1,0,0,0,0
"1078",1,0,0,0,0
"1079",1,0,0,0,0
"1080",1,0,0,0,0
"1081",0,0,0,0,1
"1082",1,0,0,0,0
"1083",1,0,0,0,0
"1084",1,0,0,0,0
"1085",0,0,0,0,1
"1086",1,0,0,0,0
"1087",1,0,0,0,0
"1088",1,0,0,0,0
"1089",1,0,0,0,0
"1090",0,0,0,0,1
"1091",1,0,0,0,0
"1092",0,0,0,0,1
"1093",0,0,0,0,1
"1094",0,0,0,0,1
"1095",1,0,0,0,0
"1096",1,0,0,0,0
"1097",1,0,0,0,0
"1098",1,0,0,0,0
"1099",1,0,0,0,0
